"ID","UserID","0","1","1000","1001","1002","2","AK09911 Magnetometer","AK09911 Magnetometer -Wakeup Secondary","AK09911 Magnetometer -Wakeup Secondary Accuracy","AK09911 Magnetometer Accuracy","AK09911 Magnetometer Uncalibrated","AK09911 Magnetometer Uncalibrated -Wakeup Secondary","AK09911 Magnetometer Uncalibrated -Wakeup Secondary Accuracy","AK09911 Magnetometer Uncalibrated Accuracy","AMD","AMD Accuracy","BMP280 Pressure","BMP280 Pressure -Wakeup Secondary","BMP280 Pressure -Wakeup Secondary Accuracy","BMP280 Pressure Accuracy","Coarse Motion Classifier","Coarse Motion Classifier Accuracy","Date","ExitClicked","Game Rotation Vector","Game Rotation Vector -Wakeup Secondary","Game Rotation Vector -Wakeup Secondary Accuracy","Game Rotation Vector Accuracy","Gaze Detector -Wakeup","Gaze Detector -Wakeup Accuracy","Gaze Detector Secondary","Gaze Detector Secondary Accuracy","GeoMagnetic Rotation Vector","GeoMagnetic Rotation Vector -Wakeup Secondary","GeoMagnetic Rotation Vector -Wakeup Secondary Accuracy","GeoMagnetic Rotation Vector Accuracy","Gravity","Gravity -Wakeup Secondary","Gravity -Wakeup Secondary Accuracy","Gravity Accuracy","Heart Rate Monitor","Heart Rate Monitor -Wakeup Secondary","Heart Rate Monitor -Wakeup Secondary Accuracy","Heart Rate Monitor Accuracy","ICP-10100 Pressure","ICP-10100 Pressure -Wakeup Secondary","ICP-10100 Pressure -Wakeup Secondary Accuracy","ICP-10100 Pressure Accuracy","LSM6DS3 Accelerometer","LSM6DS3 Accelerometer -Wakeup Secondary","LSM6DS3 Accelerometer -Wakeup Secondary Accuracy","LSM6DS3 Accelerometer Accuracy","LSM6DS3 Accelerometer Uncalibrated","LSM6DS3 Accelerometer Uncalibrated -Wakeup Secondary","LSM6DS3 Accelerometer Uncalibrated -Wakeup Secondary Accuracy","LSM6DS3 Accelerometer Uncalibrated Accuracy","LSM6DS3 Gyroscope","LSM6DS3 Gyroscope -Wakeup Secondary","LSM6DS3 Gyroscope -Wakeup Secondary Accuracy","LSM6DS3 Gyroscope Accuracy","LSM6DS3 Gyroscope Uncalibrated","LSM6DS3 Gyroscope Uncalibrated -Wakeup Secondary","LSM6DS3 Gyroscope Uncalibrated -Wakeup Secondary Accuracy","LSM6DS3 Gyroscope Uncalibrated Accuracy","LTR308 ALSPS","LTR308 ALSPS -Wakeup Secondary","LTR308 ALSPS -Wakeup Secondary Accuracy","LTR308 ALSPS Accuracy","Linear Acceleration","Linear Acceleration -Wakeup Secondary","Linear Acceleration -Wakeup Secondary Accuracy","Linear Acceleration Accuracy","MenuClicked","NextClicked","Orientation","Orientation -Wakeup Secondary","Orientation -Wakeup Secondary Accuracy","Orientation Accuracy","PAH8011 PPG","PAH8011 PPG -Wakeup Secondary","PAH8011 PPG -Wakeup Secondary Accuracy","PAH8011 PPG Accuracy","PAH8011 Touch","PAH8011 Touch -Wakeup Secondary","PAH8011 Touch -Wakeup Secondary Accuracy","PAH8011 Touch Accuracy","Pedometer","Pedometer Accuracy","QuitClicked","RMD","RMD Accuracy","Rotation Vector","Rotation Vector -Wakeup Secondary","Rotation Vector -Wakeup Secondary Accuracy","Rotation Vector Accuracy","SettingClicked","Significant Motion Detector","StartClicked","Step Counter","Step Counter -Wakeup Secondary","Step Counter -Wakeup Secondary Accuracy","Step Counter Accuracy","Step Detector","Step Detector -Wakeup Secondary","Step Detector -Wakeup Secondary Accuracy","Step Detector Accuracy","Time","TraceTime","UnGaze Detector","UnGaze Detector Accuracy","Wrist Tilt Gesture","Wrist Tilt Gesture Accuracy","tsl258x-light","tsl258x-light Accuracy"
"8459","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:08:35.018","0","","","","","",""
"8458","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:08:34.287","1","","","","","",""
"8457","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:08:32.295","1","","","","","",""
"8456","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:08:30.298","0","","","","","",""
"8455","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:08:13.053","0","","","","","",""
"8454","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:08:11.002","1","","","","","",""
"8453","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:08:08.808","0","","","","","",""
"8452","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:08:04.997","0","","","","","",""
"8451","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:08:03.671","1","","","","","",""
"8450","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:08:01.100","0","","","","","",""
"8449","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:56.236","0","","","","","",""
"8448","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:55.122","0","","","","","",""
"8447","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:54.751","0","","","","","",""
"8446","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:53.546","0","","","","","",""
"8445","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:52.595","2","","","","","",""
"8444","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:47.917","0","","","","","",""
"8443","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:47.428","2","","","","","",""
"8442","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:43.122","0","","","","","",""
"8441","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:40.973","0","","","","","",""
"8440","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:39.897","0","","","","","",""
"8439","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:36.746","0","","","","","",""
"8438","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:36.028","0","","","","","",""
"8437","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:35.613","1","","","","","",""
"8436","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:33.670","0","","","","","",""
"8435","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:33.631","0","","","","","",""
"8434","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:32.921","0","","","","","",""
"8433","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:32.182","0","","","","","",""
"8432","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:31.702","0","","","","","",""
"8431","vapor2","","","","","","","[-42.00592, 11.045837, -27.944946]","[-42.00592, 11.045837, -27.944946]","3","3","[348.7503, -46.795654, 626.3321, 390.75623, -57.84149, 654.27704]","[348.7503, -46.795654, 626.3321, 390.75623, -57.84149, 654.27704]","3","3","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1012.9759]","[1012.9759]","3","3","[10, 0.8250725, -7.0486117E-12, 2.8E-45, 2.0E-44, -2.7455872E-13, 0, -2.677501E-13, -2.2719194E-28, -1.4420385E-27, -7.048702E-12, 2.8E-45, -7.0486117E-12, -7.0492397E-12, -1.4420385E-27, -2.3698298E-28]","3","2019-11-01","","[-0.023710407, -0.2272233, 0.13070093, 0.96474075]","[-0.023710407, -0.2272233, 0.13070093, 0.96474075]","3","3","","","","","[-0.16996053, -0.1508851, -0.5746827, 0.786185, 0]","[-0.16996053, -0.1508851, -0.5746827, 0.786185, 0]","3","3","[4.2386813, -1.031124, 8.782981]","[4.2386813, -1.031124, 8.782981]","3","3","[58]","[58]","3","3","","","","","[4.2113647, -0.8901367, 9.104691]","[4.332199, -0.9020996, 9.020218]","2","3","[4.368332, -0.92481995, 9.002991, 0, 0, 0]","[4.322403, -0.895401, 9.025375, 0, 0, 0]","3","3","[-0.008712769, 0.07713318, -0.11529541]","[0.021408081, 0.0640564, 0.011398315]","3","3","[0.061813354, 0.11701965, -0.1871643, 0.07052612, 0.039886475, -0.0718689]","[0.091934204, 0.10394287, -0.06047058, 0.07052612, 0.039886475, -0.0718689]","3","3","","","","","[-0.0647645, 0.17963421, 0.05281067]","[-0.0647645, 0.17963421, 0.05281067]","3","3","","","[71.59708, 6.695888, 25.608858]","[71.59708, 6.695888, 25.608858]","3","3","[59077, 34553, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[59077, 34553, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","3","","","","","","","","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[-0.17560336, -0.14613716, -0.5799149, 0.78198856, 0]","[-0.17560336, -0.14613716, -0.5799149, 0.78198856, 0]","3","3","","","","[4040]","[77]","3","3","","","","","19:07:18.631","","","","[1]","3","[0]","3"
"8430","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:18.492","0","","","","","",""
"8429","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:17.382","1","","","","","",""
"8428","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:13.162","0","","","","","",""
"8427","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:12.574","3","","","","","",""
"8426","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:07:02.084","0","","","","","",""
"8425","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:06:58.704","0","","","","","",""
"8424","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:06:58.175","0","","","","","",""
"8423","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:06:57.025","0","","","","","",""
"8422","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:06:54.997","2","","","","","",""
"8421","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:06:47.744","0","","","","","",""
"8420","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:06:45.869","0","","","","","",""
"8419","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:06:44.952","0","","","","","",""
"8418","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:06:44.016","0","","","","","",""
"8417","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:06:43.481","1","","","","","",""
"8416","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:06:41.322","1","","","","","",""
"8415","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:06:35.558","","","","","","",""
"8414","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:06:32.638","0","","","","","",""
"8413","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:06:11.563","0","","","","","",""
"8412","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:06:07.776","1","","","","","",""
"8411","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:06:03.296","0","","","","","",""
"8410","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:06:02.373","1","","","","","",""
"8409","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:05:58.706","1","","","","","",""
"8408","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:05:52.955","0","","","","","",""
"8407","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:05:49.143","0","","","","","",""
"8406","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-11-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19:05:47.649","0","","","","","",""
