"ID","UserID","0","1","1000","1001","1002","2","AK09911 Magnetometer","AK09911 Magnetometer -Wakeup Secondary","AK09911 Magnetometer -Wakeup Secondary Accuracy","AK09911 Magnetometer Accuracy","AK09911 Magnetometer Uncalibrated","AK09911 Magnetometer Uncalibrated -Wakeup Secondary","AK09911 Magnetometer Uncalibrated -Wakeup Secondary Accuracy","AK09911 Magnetometer Uncalibrated Accuracy","AMD","AMD Accuracy","BMP280 Pressure","BMP280 Pressure -Wakeup Secondary","BMP280 Pressure -Wakeup Secondary Accuracy","BMP280 Pressure Accuracy","Coarse Motion Classifier","Coarse Motion Classifier Accuracy","Date","ExitClicked","Game Rotation Vector","Game Rotation Vector -Wakeup Secondary","Game Rotation Vector -Wakeup Secondary Accuracy","Game Rotation Vector Accuracy","Gaze Detector -Wakeup","Gaze Detector -Wakeup Accuracy","Gaze Detector Secondary","Gaze Detector Secondary Accuracy","GeoMagnetic Rotation Vector","GeoMagnetic Rotation Vector -Wakeup Secondary","GeoMagnetic Rotation Vector -Wakeup Secondary Accuracy","GeoMagnetic Rotation Vector Accuracy","Gravity","Gravity -Wakeup Secondary","Gravity -Wakeup Secondary Accuracy","Gravity Accuracy","Heart Rate Monitor","Heart Rate Monitor -Wakeup Secondary","Heart Rate Monitor -Wakeup Secondary Accuracy","Heart Rate Monitor Accuracy","ICP-10100 Pressure","ICP-10100 Pressure -Wakeup Secondary","ICP-10100 Pressure -Wakeup Secondary Accuracy","ICP-10100 Pressure Accuracy","LSM6DS3 Accelerometer","LSM6DS3 Accelerometer -Wakeup Secondary","LSM6DS3 Accelerometer -Wakeup Secondary Accuracy","LSM6DS3 Accelerometer Accuracy","LSM6DS3 Accelerometer Uncalibrated","LSM6DS3 Accelerometer Uncalibrated -Wakeup Secondary","LSM6DS3 Accelerometer Uncalibrated -Wakeup Secondary Accuracy","LSM6DS3 Accelerometer Uncalibrated Accuracy","LSM6DS3 Gyroscope","LSM6DS3 Gyroscope -Wakeup Secondary","LSM6DS3 Gyroscope -Wakeup Secondary Accuracy","LSM6DS3 Gyroscope Accuracy","LSM6DS3 Gyroscope Uncalibrated","LSM6DS3 Gyroscope Uncalibrated -Wakeup Secondary","LSM6DS3 Gyroscope Uncalibrated -Wakeup Secondary Accuracy","LSM6DS3 Gyroscope Uncalibrated Accuracy","LTR308 ALSPS","LTR308 ALSPS -Wakeup Secondary","LTR308 ALSPS -Wakeup Secondary Accuracy","LTR308 ALSPS Accuracy","Linear Acceleration","Linear Acceleration -Wakeup Secondary","Linear Acceleration -Wakeup Secondary Accuracy","Linear Acceleration Accuracy","MenuClicked","NextClicked","Orientation","Orientation -Wakeup Secondary","Orientation -Wakeup Secondary Accuracy","Orientation Accuracy","PAH8011 PPG","PAH8011 PPG -Wakeup Secondary","PAH8011 PPG -Wakeup Secondary Accuracy","PAH8011 PPG Accuracy","PAH8011 Touch","PAH8011 Touch -Wakeup Secondary","PAH8011 Touch -Wakeup Secondary Accuracy","PAH8011 Touch Accuracy","Pedometer","Pedometer Accuracy","QuitClicked","RMD","RMD Accuracy","Rotation Vector","Rotation Vector -Wakeup Secondary","Rotation Vector -Wakeup Secondary Accuracy","Rotation Vector Accuracy","SettingClicked","Significant Motion Detector","StartClicked","Step Counter","Step Counter -Wakeup Secondary","Step Counter -Wakeup Secondary Accuracy","Step Counter Accuracy","Step Detector","Step Detector -Wakeup Secondary","Step Detector -Wakeup Secondary Accuracy","Step Detector Accuracy","Time","TraceTime","UnGaze Detector","UnGaze Detector Accuracy","Wrist Tilt Gesture","Wrist Tilt Gesture Accuracy","tsl258x-light","tsl258x-light Accuracy"
"8273","vapor2","","","","","","","[4343.37, -713.26294, 1722.5327]","[4343.37, -713.26294, 1722.5327]","0","0","[3943.828, -704.7241, 1048.0789, -399.54224, 8.538818, -674.45374]","[3943.828, -704.7241, 1048.0789, -399.54224, 8.538818, -674.45374]","3","3","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[993.88495]","[993.88495]","3","3","[5, 0.477839, -2.9358337E-27, 0, 0, -3.4184418E-9, -2.9357836E-27, -3.4184982E-9, -2.9357836E-27, -2.9358337E-27, 0, -3.418516E-9, -4.768378E-25, -3.4599676E-9, 0, 0]","3","2019-10-20","","[0.28492096, 0.20956388, 0.59100455, 0.72499424]","[0.28492096, 0.20956388, 0.59100455, 0.72499424]","3","3","","","","","[0.19685657, 0.28142396, 0.77400637, 0.5319419, 0]","[0.19685657, 0.28142396, 0.77400637, 0.5319419, 0]","3","3","[0.3227761, 6.4806123, 7.353085]","[0.3227761, 6.4806123, 7.353085]","3","3","","","","","","","","","[0.2536316, 6.6999054, 7.5924225]","[0.24693298, 6.6711884, 7.6124115]","2","3","[0.23963928, 6.674774, 7.6081085, 0, 0, 0]","[0.24693298, 6.6711884, 7.6124115, 0, 0, 0]","3","3","[0.0022277832, -0.0017852783, 0.01071167]","[7.019043E-4, -0.03262329, 0.015655518]","3","3","[0.07354736, 0.03779602, -0.059555054, 0.07131958, 0.0395813, -0.07026672]","[0.072021484, 0.006958008, -0.054611206, 0.07131958, 0.0395813, -0.07026672]","3","3","","","","","[-0.086559415, 0.005657196, 0.038187027]","[-0.086559415, 0.005657196, 0.038187027]","3","3","","","[258.5965, -41.391212, 1.8861728]","[258.5965, -41.391212, 1.8861728]","0","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","3","","","","","","","","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[0.23571527, 0.26369548, 0.7275094, 0.5879057, 0]","[0.23571527, 0.26369548, 0.7275094, 0.5879057, 0]","3","3","","","","[2]","[0]","3","3","","","","","15:40:13.954","","","","","","[42]","3"
"8272","vapor2","","","","","","","","","","","","","","","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[10, 0.7765895, -5.2275595E-8, -5.2154064E-8, -5.4016937E-8, -8.508896E-8, 0, 2.8E-45, -5.2154064E-8, -5.2915794E-8, -5.4017676E-8, 2.8E-45, -5.4016937E-8, -5.402208E-8, -5.2915794E-8, -5.227568E-8]","3","2019-10-20","","[0.20255032, 0.25776124, 0.6427288, 0.6924104]","[0.20255032, 0.25776124, 0.6427288, 0.6924104]","3","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[-0.9654652, 5.9892545, 7.705004]","[-0.94715893, 6.000072, 7.698858]","3","3","[95]","[95]","2","2","[994.27]","[994.27]","3","3","[-1.0147705, 6.028534, 7.836075]","[-0.9943085, 6.0334473, 7.77829]","2","3","[-0.9599762, 6.0476837, 7.755554, 0, 0, 0]","[-0.9978943, 6.0311737, 7.771347, 0, 0, 0]","3","3","[0.0041503906, -0.004180908, 0.0017852783]","[0.0041503906, -0.004180908, 0.0017852783]","3","3","[0.019363403, 0.050949097, -0.011917114, 0.015213013, 0.055130005, -0.013702393]","[0.019363403, 0.050949097, -0.011917114, 0.015213013, 0.055130005, -0.013702393]","3","3","[190]","[190]","3","3","[-0.030944228, -0.014369965, 0.0081243515]","[0.0023863316, 0.006588936, -0.008481979]","3","3","","","","","","","[9.43793E-40, 5.41484E-40, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","","","3","[1]","[1]","3","3","[2, 2.024403, 56, -5.2154064E-8, -5.4016937E-8, -8.508896E-8, 0, 0, -5.2154064E-8, -5.2914885E-8, -5.4017676E-8, 2.8E-45, -5.4016937E-8, -5.402208E-8, -5.2914885E-8, -5.227568E-8]","3","","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","","[1]","","[43]","[19]","3","3","[1]","[1]","3","3","15:39:19.070","","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1]","3","",""
"8271","vapor2","","","","","","","[4111.3403, -723.3902, 1735.7864]","[4127.159, -725.4852, 1735.4462]","0","0","[3727.617, -716.9464, 1060.9924, -399.54224, 8.538818, -674.45374]","[3727.617, -716.9464, 1060.9924, -399.54224, 8.538818, -674.45374]","3","3","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[994.4783]","[994.4783]","3","3","[10, 0.6902491, -3.0551072E-30, -2.9582284E-30, -2.1420533E-8, -3.4743424E-9, 0, -3.4184982E-9, -2.9582284E-30, -3.0446008E-24, -2.1420902E-8, 2.8E-45, -2.1420533E-8, -2.1423105E-8, -3.0446008E-24, -3.0551252E-30]","3","2019-10-20","","[0.20086217, 0.13046667, 0.68378186, 0.689257]","[0.20086217, 0.13046667, 0.68378186, 0.689257]","3","3","","","","","[0.16972572, 0.14834505, 0.8020563, 0.55307555, 0]","[0.16972572, 0.14834505, 0.8020563, 0.55307555, 0]","3","3","[0.9300791, 4.4650936, 8.681491]","[0.9300791, 4.4650936, 8.681491]","3","3","","","","","","","","","[1.0432739, 4.474579, 9.049652]","[1.0621796, 4.401718, 8.979065]","2","3","[1.038971, 4.369766, 8.987076, 0, 0, 0]","[1.0548706, 4.408066, 8.985764, 0, 0, 0]","3","3","[0.060195923, 0.120391846, 0.3447113]","[0.060195923, 0.120391846, 0.3447113]","3","3","[0.1315155, 0.15997314, 0.27444458, 0.07131958, 0.0395813, -0.07026672]","[0.1315155, 0.15997314, 0.27444458, 0.07131958, 0.0395813, -0.07026672]","3","3","","","","","[0.07358754, -0.24212074, 0.06722832]","[0.07358754, -0.24212074, 0.06722832]","3","3","","","[252.61694, -27.217817, 5.442207]","[252.61694, -27.217817, 5.442207]","0","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","3","","","","","","","","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[0.17635031, 0.16207324, 0.78894764, 0.5658573, 0]","[0.17635031, 0.16207324, 0.78894764, 0.5658573, 0]","3","3","","","","[2]","[0]","3","3","","","","","15:37:34.137","","","","","","[42]","3"
"8270","vapor2","","","","","","","","","","","","","","","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[10, 0.7403132, -5.2275766E-8, -5.2154064E-8, -5.4016937E-8, -8.508896E-8, 0, 2.8E-45, -5.2154064E-8, -5.2915794E-8, -5.4017676E-8, 2.8E-45, -5.4016937E-8, -5.402208E-8, -5.2915794E-8, -5.227585E-8]","3","2019-10-20","","[0.048187114, 0.16196616, 0.7208947, 0.6721278]","[0.048187114, 0.16196616, 0.7208947, 0.6721278]","3","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[-1.4538188, 2.9252937, 9.2465925]","[-1.4538188, 2.9252937, 9.2465925]","3","3","[95]","[95]","2","2","[994.21466]","[994.21466]","3","3","[-1.4382935, 2.8508759, 9.329193]","[-1.4579163, 2.8975372, 9.373474]","2","3","[-1.4613953, 2.9035187, 9.403137, 0, 0, 0]","[-1.4532623, 2.8947754, 9.361618, 0, 0, 0]","3","3","[-0.0057373047, -0.009811401, 0.010406494]","[-0.0057373047, -0.009811401, 0.010406494]","3","3","[0.009475708, 0.045318604, -0.0032958984, 0.015213013, 0.055130005, -0.013702393]","[0.009475708, 0.045318604, -0.0032958984, 0.015213013, 0.055130005, -0.013702393]","3","3","[216]","[216]","3","3","[9.5653534E-4, -0.05373335, 0.067830086]","[9.5653534E-4, -0.05373335, 0.067830086]","3","3","","","","","","","[2.50294E-40, 1.10431E-40, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","","","3","[1]","[1]","3","3","[2, 2.024403, 56, -5.2154064E-8, -5.4016937E-8, -8.508896E-8, 0, 0, -5.2154064E-8, -5.2914885E-8, -5.4017676E-8, 2.8E-45, -5.4016937E-8, -5.402208E-8, -5.2914885E-8, -5.227568E-8]","3","","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","","[1]","","[43]","[19]","3","3","[1]","[1]","3","3","15:36:18.377","","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1]","3","",""
"8267","vapor2","","","","","","","[4148.6055, -726.5335, 1739.8635]","[4148.6055, -726.5335, 1739.8635]","0","0","[3749.063, -717.9947, 1065.4099, -399.54224, 8.538818, -674.45374]","[3749.063, -717.9947, 1065.4099, -399.54224, 8.538818, -674.45374]","3","3","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[994.33136]","[994.33136]","3","3","[10, 0.76968527, -1.5030695E-30, -1.4791142E-30, -2.1420533E-8, -3.4743424E-9, 0, 1.794E-43, -1.4791142E-30, -3.0446008E-24, -2.1420902E-8, 2.8E-45, -2.1420533E-8, -2.1423105E-8, -3.0446008E-24, -1.5030717E-30]","3","2019-10-20","","[0.035885733, -0.004637922, 0.8075115, 0.5887409]","[0.047408845, 3.4857044E-4, 0.8167747, 0.57500553]","3","3","","","","","[0.0927528, 0.043484684, 0.790289, 0.6041103, 0]","[0.0927528, 0.043484684, 0.790289, 0.6041103, 0]","3","3","[0.6219118, 0.34092274, 9.780971]","[0.75554204, 0.54024947, 9.762566]","3","3","","","","","","","","","[0.18902588, 0.35653687, 9.9039]","[0.30400085, 0.7415314, 10.15538]","2","3","[0.8282776, 1.2033539, 10.434494, 0, 0, 0]","[0.31835938, 0.7427368, 10.126785, 0, 0, 0]","3","3","[-0.7865753, 0.36296082, 0.23194885]","[-0.7865753, 0.36296082, 0.23194885]","3","3","[-0.71525574, 0.4025421, 0.16168213, 0.07131958, 0.0395813, -0.07026672]","[-0.71525574, 0.4025421, 0.16168213, 0.07131958, 0.0395813, -0.07026672]","3","3","","","","","[0.40009195, 1.1043768, 0.3911152]","[-0.117724776, 0.27698684, -0.12631607]","3","3","","","[229.6957, -1.9962776, 3.6359873]","[227.84029, -3.1674535, 4.418665]","0","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","3","","","","","","","","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[0.036099773, 0.00247036, 0.90706474, 0.4194333, 0]","[0.046423808, 0.00962032, 0.91351503, 0.40403295, 0]","3","3","","","","[2]","[0]","3","3","","","","","15:28:20.337","","","","","","[42]","3"
"8266","vapor2","","","","","","","","","","","","","","","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[10, 0.8177035, -5.227568E-8, -5.2154064E-8, -5.4016937E-8, -8.508896E-8, 0, 0, -5.2154064E-8, -5.2915794E-8, -5.4017676E-8, 2.8E-45, -5.4016937E-8, -5.402208E-8, -5.2915794E-8, -5.2275766E-8]","3","2019-10-20","","[-0.106791094, -0.9941886, -0.008063534, 0.010939591]","[-0.106791094, -0.9941886, -0.008063534, 0.010939591]","3","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[0.23020388, 0.13432018, -9.803028]","[0.23020388, 0.13432018, -9.803028]","3","3","[107]","[107]","2","2","[994.0975]","[994.0975]","3","3","[0.22232056, 0.115875244, -9.698532]","[0.22914124, 0.13406372, -9.671616]","2","3","[0.23033142, 0.13298035, -9.671371, 0, 0, 0]","[0.22770691, 0.13394165, -9.670654, 0, 0, 0]","3","3","[-1.373291E-4, -1.5258789E-4, -6.4086914E-4]","[6.1035156E-5, -5.187988E-4, -2.2888184E-4]","3","3","[0.015274048, 0.054611206, -0.013931274, 0.015213013, 0.055130005, -0.013702393]","[0.015274048, 0.054611206, -0.013931274, 0.015213013, 0.055130005, -0.013702393]","3","3","[2]","[2]","3","3","[-0.0019428134, -7.376522E-4, -0.0014295578]","[-0.0019428134, -7.376522E-4, -0.0014295578]","3","3","","","","","","","[2.77587E-40, 3.71113E-40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","","","3","[0]","[0]","3","3","[2, 2.024403, 56, -5.2154064E-8, -5.4016937E-8, -8.508896E-8, 0, 0, -5.2154064E-8, -5.2914885E-8, -5.4017676E-8, 2.8E-45, -5.4016937E-8, -5.402208E-8, -5.2914885E-8, -5.227568E-8]","3","","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","","[1]","","[38]","[19]","3","3","[1]","[1]","3","3","15:28:11.082","","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1]","3","",""
"8265","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-10-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15:26:51.568","0","","","","","",""
"8264","vapor2","","","","","","","","","","","","","","","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[0, 0, -5.227551E-8, -5.2154064E-8, -5.4016937E-8, -8.508896E-8, 0, 0, -5.2154064E-8, -5.2915794E-8, -5.4017676E-8, 2.8E-45, -5.4016937E-8, -5.402208E-8, -5.2915794E-8, -5.227568E-8]","3","2019-10-20","","[-0.12822552, 0.9079368, 0.36157125, 0.16874613]","[-0.12822552, 0.9079368, 0.36157125, 0.16874613]","3","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[-6.8233323, 6.309778, -3.1303723]","[-3.914295, 6.014346, -6.684036]","3","3","[107]","[107]","2","2","[994.20154]","[994.2006]","3","3","[-7.480179, 5.451874, -4.544388]","[-6.412979, 6.0296173, -3.8726044]","2","3","[-6.412979, 6.0296173, -3.8726044, 0, 0, 0]","[-6.412979, 6.0296173, -3.8726044, 0, 0, 0]","3","3","[0.02130127, 0.6082001, 0.2103424]","[0.4393158, 0.4544525, -0.25428772]","3","3","[0.034210205, 0.65966797, 0.17977905, 0.012908936, 0.051467896, -0.030563354]","[0.45222473, 0.5059204, -0.28485107, 0.012908936, 0.051467896, -0.030563354]","3","3","[11]","[11]","3","3","[0.32791805, -0.2039299, -0.78005123]","[-0.22799253, -0.077390194, 0.6781416]","3","3","","","","","","","[2.7495E-41, 2.029E-41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","","","3","[0]","[0]","3","3","[2, 2.024403, 56, -5.2154064E-8, -5.4016937E-8, -8.508896E-8, 0, 0, -5.2154064E-8, -5.2914885E-8, -5.4017676E-8, 2.8E-45, -5.4016937E-8, -5.402208E-8, -5.2914885E-8, -5.227568E-8]","3","","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","","[1]","","[37]","[19]","3","3","[1]","[1]","3","3","15:25:28.340","","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1]","3","",""
"8263","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-10-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15:22:36.470","3","","","","","",""
"8262","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-10-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15:22:32.577","0","","","","","",""
"8261","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-10-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15:22:31.915","0","","","","","",""
"8260","vapor2","","","","","","","","","","","","","","","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[0, 0, -5.227551E-8, -5.2154064E-8, -5.4016937E-8, -8.508896E-8, 0, 0, -5.2154064E-8, -5.2915794E-8, -5.4017676E-8, 2.8E-45, -5.4016937E-8, -5.402208E-8, -5.2915794E-8, -5.227568E-8]","3","2019-10-20","","[-0.30122134, 0.55783546, 0.3735039, 0.6771854]","[-0.30122134, 0.55783546, 0.3735039, 0.6771854]","3","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[-9.631775, -0.021547155, 1.8435991]","[-9.615723, 0.08572987, 1.9237756]","3","3","[107]","[107]","2","2","[994.2031]","[994.2031]","3","3","[-9.638977, -0.14326477, 1.5211792]","[-9.590408, -0.019561768, 1.4855347]","2","3","[-9.590408, -0.019561768, 1.4855347, 0, 0, 0]","[-9.590408, -0.019561768, 1.4855347, 0, 0, 0]","3","3","[-0.07215881, -0.07675171, -0.052261353]","[-0.07215881, -0.07675171, -0.052261353]","3","3","[-0.059249878, -0.025283813, -0.08282471, 0.012908936, 0.051467896, -0.030563354]","[-0.059249878, -0.025283813, -0.08282471, 0.012908936, 0.051467896, -0.030563354]","3","3","[103]","[103]","3","3","[-0.010097504, 0.0018702596, -0.34821403]","[-0.037703514, -0.121072814, -0.4466449]","3","3","","","","","","","[2.57709E-40, 3.76574E-40, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","","","3","[1]","[1]","3","3","[2, 2.024403, 56, -5.2154064E-8, -5.4016937E-8, -8.508896E-8, 0, 0, -5.2154064E-8, -5.2914885E-8, -5.4017676E-8, 2.8E-45, -5.4016937E-8, -5.402208E-8, -5.2914885E-8, -5.227568E-8]","3","","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","","[1]","","[34]","[19]","3","3","[1]","[1]","3","3","15:22:12.505","","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1]","3","",""
"8259","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-10-20","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14:53:06.574","","","","","","",""
"8258","vapor2","","","1","","","","","","","","","","","","","","","","","","","","2019-10-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14:53:05.802","","","","","","",""
"8257","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-10-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","14:53:03.775","","","","","","",""
"8256","vapor2","","","","","","","","","","","","","","","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[0, 0, -5.2275084E-8, -5.2154064E-8, -5.4016937E-8, -8.508896E-8, 0, 0, -5.2154064E-8, -5.2915794E-8, -5.4017676E-8, 2.8E-45, -5.4016937E-8, -5.402208E-8, -5.2915794E-8, -5.227568E-8]","3","2019-10-20","","[-0.2613771, 0.39243189, -0.5976983, 0.6484104]","[-0.2613771, 0.39243189, -0.5976983, 0.6484104]","3","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[-1.9266585, -7.9244695, 5.4462066]","[-1.9266585, -7.9244695, 5.4462066]","3","3","[98]","[98]","2","2","[993.683]","[993.683]","3","3","[-1.9982147, -8.127396, 5.371475]","[-1.9431915, -8.04007, 5.5045166]","2","3","[-1.9431915, -8.04007, 5.5045166, 0, 0, 0]","[-1.9431915, -8.04007, 5.5045166, 0, 0, 0]","3","3","[-0.08857727, 0.07852173, -0.012924194]","[-0.08857727, 0.07852173, -0.012924194]","3","3","[-0.075668335, 0.12998962, -0.04348755, 0.012908936, 0.051467896, -0.030563354]","[-0.075668335, 0.12998962, -0.04348755, 0.012908936, 0.051467896, -0.030563354]","3","3","[42]","[42]","3","3","[0.0726347, 0.05851078, 0.13751745]","[0.0726347, 0.05851078, 0.13751745]","3","3","","","","","","","[3.20523E-40, 4.4197E-40, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","","","3","[1]","[1]","3","3","[8, 2.503301, 59, -5.2154064E-8, -5.4016937E-8, -8.508896E-8, 0, 0, -5.2154064E-8, -5.2914885E-8, -5.4017676E-8, 2.8E-45, -5.4016937E-8, -5.402208E-8, -5.2914885E-8, -5.227585E-8]","3","","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","","[1]","","[24]","[16]","3","3","[1]","[1]","3","3","14:49:52.994","","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1]","3","",""
"8255","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-10-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14:49:25.915","0","","","","","",""
"8254","vapor2","1","","","","","","","","","","","","","","","","","","","","","","2019-10-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14:49:23.144","","","","","","",""
"8253","vapor2","","","1","","","","","","","","","","","","","","","","","","","","2019-10-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14:49:20.840","","","","","","",""
"8252","vapor2","","","","","","","","","","","","","","","","","","","","","","","2019-10-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","14:49:19.012","","","","","","",""
